N,g(N)
47662,0
47664,0
47666,0
47668,0
47670,0
47672,0
47674,0
47676,0
47678,0
47680,0
47682,0
47684,0
47686,0
47688,0
47690,0
47692,0
47694,0
47696,0
47698,0
47700,0
47702,0
47704,0
47706,0
47708,0
47710,0
47712,0
47714,0
47716,0
47718,0
47720,0
47722,0
47724,0
47726,0
47728,0
47730,0
47732,0
47734,0
47736,0
47738,0
47740,0
47742,0
47744,0
47746,0
47748,0
47750,0
47752,0
47754,0
47756,0
47758,0
47760,0
47762,0
47764,0
47766,0
47768,0
47770,0
47772,0
47774,0
47776,0
47778,0
47780,0
47782,0
47784,0
47786,0
47788,0
47790,0
47792,0
47794,0
47796,0
47798,0
47800,0
47802,0
47804,0
47806,0
47808,0
47810,0
47812,0
47814,0
47816,0
47818,0
47820,0
47822,0
47824,0
47826,0
47828,0
47830,0
47832,0
47834,0
47836,0
47838,0
47840,0
47842,0
47844,0
47846,0
47848,0
47850,0
47852,0
47854,0
47856,0
47858,0
47860,0
47862,0
47864,0
47866,0
47868,0
47870,0
47872,0
47874,0
47876,0
47878,0
47880,0
47882,0
47884,0
47886,0
47888,0
47890,0
47892,0
47894,0
47896,0
47898,0
47900,0
47902,0
47904,0
47906,0
47908,0
47910,0
47912,0
47914,0
47916,0
47918,0
47920,0
47922,0
47924,0
47926,0
47928,0
47930,0
47932,0
47934,0
47936,0
47938,0
47940,0
47942,0
47944,0
47946,0
47948,0
47950,0
47952,0
47954,0
47956,0
47958,0
47960,0
47962,0
47964,0
47966,0
47968,0
47970,0
47972,0
47974,0
47976,0
47978,0
47980,0
47982,0
47984,0
47986,0
47988,0
47990,0
47992,0
47994,0
47996,0
47998,0
48000,0
48002,0
48004,0
48006,0
48008,0
48010,0
48012,0
48014,0
48016,0
48018,0
48020,0
48022,0
48024,0
48026,0
48028,0
48030,0
48032,0
48034,0
48036,0
48038,0
48040,0
48042,0
48044,0
48046,0
48048,0
48050,0
48052,0
48054,0
48056,0
48058,0
48060,0
48062,0
48064,0
48066,0
48068,0
48070,0
48072,0
48074,0
48076,0
48078,0
48080,0
48082,0
48084,0
48086,0
48088,0
48090,0
48092,0
48094,0
48096,0
48098,0
48100,0
48102,0
48104,0
48106,0
48108,0
48110,0
48112,0
48114,0
48116,0
48118,0
48120,0
48122,0
48124,0
48126,0
48128,0
48130,0
48132,0
48134,0
48136,0
48138,0
48140,0
48142,0
48144,0
48146,0
48148,0
48150,0
48152,0
48154,0
48156,0
48158,0
48160,0
48162,0
48164,0
48166,0
48168,0
48170,0
48172,0
48174,0
48176,0
48178,0
48180,0
48182,0
48184,0
48186,0
48188,0
48190,0
48192,0
48194,0
48196,0
48198,0
48200,0
48202,0
48204,0
48206,0
48208,0
48210,0
48212,0
48214,0
48216,0
48218,0
48220,0
48222,0
48224,0
48226,0
48228,0
48230,0
48232,0
48234,0
48236,0
48238,0
48240,0
48242,0
48244,0
48246,0
48248,0
48250,0
48252,0
48254,0
48256,0
48258,0
48260,0
48262,0
48264,0
48266,0
48268,0
48270,0
48272,0
48274,0
48276,0
48278,0
48280,0
48282,0
48284,0
48286,0
48288,0
48290,0
48292,0
48294,0
48296,0
48298,0
48300,0
48302,0
48304,0
48306,0
48308,0
48310,0
48312,0
48314,0
48316,0
48318,0
48320,0
48322,0
48324,0
48326,0
48328,0
48330,0
48332,0
48334,0
48336,0
48338,0
48340,0
48342,0
48344,0
48346,0
48348,0
48350,0
48352,0
48354,0
48356,0
48358,0
48360,0
48362,0
48364,0
48366,0
48368,0
48370,0
48372,0
48374,0
48376,0
48378,0
48380,0
48382,0
48384,0
48386,0
48388,0
48390,0
48392,0
48394,0
48396,0
48398,0
48400,0
48402,0
48404,0
48406,0
48408,0
48410,0
48412,0
48414,0
48416,0
48418,0
48420,0
48422,0
48424,0
48426,0
48428,0
48430,0
48432,0
48434,0
48436,0
48438,0
48440,0
48442,0
48444,0
48446,0
48448,0
48450,0
48452,0
48454,0
48456,0
48458,0
48460,0
48462,0
48464,0
48466,0
48468,0
48470,0
48472,0
48474,0
48476,0
48478,0
48480,0
48482,0
48484,0
48486,0
48488,0
48490,0
48492,0
48494,0
48496,0
48498,0
48500,0
48502,0
48504,0
48506,0
48508,0
48510,0
48512,0
48514,0
48516,0
48518,0
48520,0
48522,0
48524,0
48526,0
48528,0
48530,0
48532,0
48534,0
48536,0
48538,0
48540,0
48542,0
48544,0
48546,0
48548,0
48550,0
48552,0
48554,0
48556,0
48558,0
48560,0
48562,0
48564,0
48566,0
48568,0
48570,0
48572,0
48574,0
48576,0
48578,0
48580,0
48582,0
48584,0
48586,0
48588,0
48590,0
48592,0
48594,0
48596,0
48598,0
48600,0
48602,0
48604,0
48606,0
48608,0
48610,0
48612,0
48614,0
48616,0
48618,0
48620,0
48622,0
48624,0
48626,0
48628,0
48630,0
48632,0
48634,0
48636,0
48638,0
48640,0
48642,0
48644,0
48646,0
48648,0
48650,0
48652,0
48654,0
48656,0
48658,0
48660,0
48662,0
48664,0
48666,0
48668,0
48670,0
48672,0
48674,0
48676,0
48678,0
48680,0
48682,0
48684,0
48686,0
48688,0
48690,0
48692,0
48694,0
48696,0
48698,0
48700,0
48702,0
48704,0
48706,0
48708,0
48710,0
48712,0
48714,0
48716,0
48718,0
48720,0
48722,0
48724,0
48726,0
48728,0
48730,0
48732,0
48734,0
48736,0
48738,0
48740,0
48742,0
48744,0
48746,0
48748,0
48750,0
48752,0
48754,0
48756,0
48758,0
48760,0
48762,0
48764,0
48766,0
48768,0
48770,0
48772,0
48774,0
48776,0
48778,0
48780,0
48782,0
48784,0
48786,0
48788,0
48790,0
48792,0
48794,0
48796,0
48798,0
48800,0
48802,0
48804,0
48806,0
48808,0
48810,0
48812,0
48814,0
48816,0
48818,0
48820,0
48822,0
48824,0
48826,0
48828,0
48830,0
48832,0
48834,0
48836,0
48838,0
48840,0
48842,0
48844,0
48846,0
48848,0
48850,0
48852,0
48854,0
48856,0
48858,0
48860,0
48862,0
48864,0
48866,0
48868,0
48870,0
48872,0
48874,0
48876,0
48878,0
48880,0
48882,0
48884,0
48886,0
48888,0
48890,0
48892,0
48894,0
48896,0
48898,0
48900,0
48902,0
48904,0
48906,0
48908,0
48910,0
48912,0
48914,0
48916,0
48918,0
48920,0
48922,0
48924,0
48926,0
48928,0
48930,0
48932,0
48934,0
48936,0
48938,0
48940,0
48942,0
48944,0
48946,0
48948,0
48950,0
48952,0
48954,0
48956,0
48958,0
48960,0
48962,0
48964,0
48966,0
48968,0
48970,0
48972,0
48974,0
48976,0
48978,0
48980,0
48982,0
48984,0
48986,0
48988,0
48990,0
48992,0
48994,0
48996,0
48998,0
49000,0
49002,0
49004,0
49006,0
49008,0
49010,0
49012,0
49014,0
49016,0
49018,0
49020,0
49022,0
49024,0
49026,0
49028,0
49030,0
49032,0
49034,0
49036,0
49038,0
49040,0
49042,0
49044,0
49046,0
49048,0
49050,0
49052,0
49054,0
49056,0
49058,0
49060,0
49062,0
49064,0
49066,0
49068,0
49070,0
49072,0
49074,0
49076,0
49078,0
49080,0
49082,0
49084,0
49086,0
49088,0
49090,0
49092,0
49094,0
49096,0
49098,0
49100,0
49102,0
49104,0
49106,0
49108,0
49110,0
49112,0
49114,0
49116,0
49118,0
49120,0
49122,0
49124,0
49126,0
49128,0
49130,0
49132,0
49134,0
49136,0
49138,0
49140,0
49142,0
49144,0
49146,0
49148,0
49150,0
49152,0
49154,0
49156,0
49158,0
49160,0
49162,0
49164,0
49166,0
49168,0
49170,0
49172,0
49174,0
49176,0
49178,0
49180,0
49182,0
49184,0
49186,0
49188,0
49190,0
49192,0
49194,0
49196,0
49198,0
49200,0
49202,0
49204,0
49206,0
49208,0
49210,0
49212,0
49214,0
49216,0
49218,0
49220,0
49222,0
49224,0
49226,0
49228,0
49230,0
49232,0
49234,0
49236,0
49238,0
49240,0
49242,0
49244,0
49246,0
49248,0
49250,0
49252,0
49254,0
49256,0
49258,0
49260,0
49262,0
49264,0
49266,0
49268,0
49270,0
49272,0
49274,0
49276,0
49278,0
49280,0
49282,0
49284,0
49286,0
49288,0
49290,0
49292,0
49294,0
49296,0
49298,0
49300,0
49302,0
49304,0
49306,0
49308,0
49310,0
49312,0
49314,0
49316,0
49318,0
49320,0
49322,0
49324,0
49326,0
49328,0
49330,0
49332,0
49334,0
49336,0
49338,0
49340,0
49342,0
49344,0
49346,0
49348,0
49350,0
49352,0
49354,0
49356,0
49358,0
49360,0
49362,0
49364,0
49366,0
49368,0
49370,0
49372,0
49374,0
49376,0
49378,0
49380,0
49382,0
49384,0
49386,0
49388,0
49390,0
49392,0
49394,0
49396,0
49398,0
49400,0
49402,0
49404,0
49406,0
49408,0
49410,0
49412,0
49414,0
49416,0
49418,0
49420,0
49422,0
49424,0
49426,0
49428,0
49430,0
49432,0
49434,0
49436,0
49438,0
49440,0
49442,0
49444,0
49446,0
49448,0
49450,0
49452,0
49454,0
49456,0
49458,0
49460,0
49462,0
49464,0
49466,0
49468,0
49470,0
49472,0
49474,0
49476,0
49478,0
49480,0
49482,0
49484,0
49486,0
49488,0
49490,0
49492,0
49494,0
49496,0
49498,0
49500,0
49502,0
49504,0
49506,0
49508,0
49510,0
49512,0
49514,0
49516,0
49518,0
49520,0
49522,0
49524,0
49526,0
49528,0
49530,0
49532,0
49534,0
49536,0
49538,0
49540,0
49542,0
49544,0
49546,0
49548,0
49550,0
49552,0
49554,0
49556,0
49558,0
49560,0
49562,0
49564,0
49566,0
49568,0
49570,0
49572,0
49574,0
49576,0
49578,0
49580,0
49582,0
49584,0
49586,0
49588,0
49590,0
49592,0
49594,0
49596,0
49598,0
49600,0
49602,0
49604,0
49606,0
49608,0
49610,0
49612,0
49614,0
49616,0
49618,0
49620,0
49622,0
49624,0
49626,0
49628,0
49630,0
49632,0
49634,0
49636,0
49638,0
49640,0
49642,0
49644,0
49646,0
49648,0
49650,0
49652,0
49654,0
49656,0
49658,0
49660,0
49662,0
49664,0
49666,0
49668,0
49670,0
49672,0
49674,0
49676,0
49678,0
49680,0
49682,0
49684,0
49686,0
49688,0
49690,0
49692,0
49694,0
49696,0
49698,0
49700,0
49702,0
49704,0
49706,0
49708,0
49710,0
49712,0
49714,0
49716,0
49718,0
49720,0
49722,0
49724,0
49726,0
49728,0
49730,0
49732,0
49734,0
49736,0
49738,0
49740,0
49742,0
49744,0
49746,0
49748,0
49750,0
49752,0
49754,0
49756,0
49758,0
49760,0
49762,0
49764,0
49766,0
49768,0
49770,0
49772,0
49774,0
49776,0
49778,0
49780,0
49782,0
49784,0
49786,0
49788,0
49790,0
49792,0
49794,0
49796,0
49798,0
49800,0
49802,0
49804,0
49806,0
49808,0
49810,0
49812,0
49814,0
49816,0
49818,0
49820,0
49822,0
49824,0
49826,0
49828,0
49830,0
49832,0
49834,0
49836,0
49838,0
49840,0
49842,0
49844,0
49846,0
49848,0
49850,0
49852,0
49854,0
49856,0
49858,0
49860,0
49862,0
49864,0
49866,0
49868,0
49870,0
49872,0
49874,0
49876,0
49878,0
49880,0
49882,0
49884,0
49886,0
49888,0
49890,0
49892,0
49894,0
49896,0
49898,0
49900,0
49902,0
49904,0
49906,0
49908,0
49910,0
49912,0
49914,0
49916,0
49918,0
49920,0
49922,0
49924,0
49926,0
49928,0
49930,0
49932,0
49934,0
49936,0
49938,0
49940,0
49942,0
49944,0
49946,0
49948,0
49950,0
49952,0
49954,0
49956,0
49958,0
49960,0
49962,0
49964,0
49966,0
49968,0
49970,0
49972,0
49974,0
49976,0
49978,0
49980,0
49982,0
49984,0
49986,0
49988,0
49990,0
49992,0
49994,0
49996,0
49998,0
50000,0
50002,0
50004,0
50006,0
50008,0
50010,0
50012,0
50014,0
50016,0
50018,0
50020,0
50022,0
50024,0
50026,0
50028,0
50030,0
50032,0
50034,0
50036,0
50038,0
50040,0
50042,0
50044,0
50046,0
50048,0
50050,0
50052,0
50054,0
50056,0
50058,0
50060,0
50062,0
50064,0
50066,0
50068,0
50070,0
50072,0
50074,0
50076,0
50078,0
50080,0
50082,0
50084,0
50086,0
50088,0
50090,0
50092,0
50094,0
50096,0
50098,0
50100,0
50102,0
50104,0
50106,0
50108,0
50110,0
50112,0
50114,0
50116,0
50118,0
50120,0
50122,0
50124,0
50126,0
50128,0
50130,0
50132,0
50134,0
50136,0
50138,0
50140,0
50142,0
50144,0
50146,0
50148,0
50150,0
50152,0
50154,0
50156,0
50158,0
50160,0
50162,0
50164,0
50166,0
50168,0
50170,0
50172,0
50174,0
50176,0
50178,0
50180,0
50182,0
50184,0
50186,0
50188,0
50190,0
50192,0
50194,0
50196,0
50198,0
50200,0
50202,0
50204,0
50206,0
50208,0
50210,0
50212,0
50214,0
50216,0
50218,0
50220,0
50222,0
50224,0
50226,0
50228,0
50230,0
50232,0
50234,0
50236,0
50238,0
50240,0
50242,0
50244,0
50246,0
50248,0
50250,0
50252,0
50254,0
50256,0
50258,0
50260,0
50262,0
50264,0
50266,0
50268,0
50270,0
50272,0
50274,0
50276,0
50278,0
50280,0
50282,0
50284,0
50286,0
50288,0
50290,0
50292,0
50294,0
50296,0
50298,0
50300,0
50302,0
50304,0
50306,0
50308,0
50310,0
50312,0
50314,0
50316,0
50318,0
50320,0
50322,0
50324,0
50326,0
50328,0
50330,0
50332,0
50334,0
50336,0
50338,0
50340,0
50342,0
50344,0
50346,0
50348,0
50350,0
50352,0
50354,0
50356,0
50358,0
50360,0
50362,0
50364,0
50366,0
50368,0
50370,0
50372,0
50374,0
50376,0
50378,0
50380,0
50382,0
50384,0
50386,0
50388,0
50390,0
50392,0
50394,0
50396,0
50398,0
50400,0
50402,0
50404,0
50406,0
50408,0
50410,0
50412,0
50414,0
50416,0
50418,0
50420,0
50422,0
50424,0
50426,0
50428,0
50430,0
50432,0
50434,0
50436,0
50438,0
50440,0
50442,0
50444,0
50446,0
50448,0
50450,0
50452,0
50454,0
50456,0
50458,0
50460,0
50462,0
50464,0
50466,0
50468,0
50470,0
50472,0
50474,0
50476,0
50478,0
50480,0
50482,0
50484,0
50486,0
50488,0
50490,0
50492,0
50494,0
50496,0
50498,0
50500,0
50502,0
50504,0
50506,0
50508,0
50510,0
50512,0
50514,0
50516,0
50518,0
50520,0
50522,0
50524,0
50526,0
50528,0
50530,0
50532,0
50534,0
50536,0
50538,0
50540,0
50542,0
50544,0
50546,0
50548,0
50550,0
50552,0
50554,0
50556,0
50558,0
50560,0
50562,0
50564,0
50566,0
50568,0
50570,0
50572,0
50574,0
50576,0
50578,0
50580,0
50582,0
50584,0
50586,0
50588,0
50590,0
50592,0
50594,0
50596,0
50598,0
50600,0
50602,0
50604,0
50606,0
50608,0
50610,0
50612,0
50614,0
50616,0
50618,0
50620,0
50622,0
50624,0
50626,0
50628,0
50630,0
50632,0
50634,0
50636,0
50638,0
50640,0
50642,0
50644,0
50646,0
50648,0
50650,0
50652,0
50654,0
50656,0
50658,0
50660,0
50662,0
50664,0
50666,0
50668,0
50670,0
50672,0
50674,0
50676,0
50678,0
50680,0
50682,0
50684,0
50686,0
50688,0
50690,0
50692,0
50694,0
50696,0
50698,0
50700,0
50702,0
50704,0
50706,0
50708,0
50710,0
50712,0
50714,0
50716,0
50718,0
50720,0
50722,0
50724,0
50726,0
50728,0
50730,0
50732,0
50734,0
50736,0
50738,0
50740,0
50742,0
50744,0
50746,0
50748,0
50750,0
50752,0
50754,0
50756,0
50758,0
50760,0
50762,0
50764,0
50766,0
50768,0
50770,0
50772,0
50774,0
50776,0
50778,0
50780,0
50782,0
50784,0
50786,0
50788,0
50790,0
50792,0
50794,0
50796,0
50798,0
50800,0
50802,0
50804,0
50806,0
50808,0
50810,0
50812,0
50814,0
50816,0
50818,0
50820,0
50822,0
50824,0
50826,0
50828,0
50830,0
50832,0
50834,0
50836,0
50838,0
50840,0
50842,0
50844,0
50846,0
50848,0
50850,0
50852,0
50854,0
50856,0
50858,0
50860,0
50862,0
50864,0
50866,0
50868,0
50870,0
50872,0
50874,0
50876,0
50878,0
50880,0
50882,0
50884,0
50886,0
50888,0
50890,0
50892,0
50894,0
50896,0
50898,0
50900,0
50902,0
50904,0
50906,0
50908,0
50910,0
50912,0
50914,0
50916,0
50918,0
50920,0
50922,0
50924,0
50926,0
50928,0
50930,0
50932,0
50934,0
50936,0
50938,0
50940,0
50942,0
50944,0
50946,0
50948,0
50950,0
50952,0
50954,0
50956,0
50958,0
50960,0
50962,0
50964,0
50966,0
50968,0
50970,0
50972,0
50974,0
50976,0
50978,0
50980,0
50982,0
50984,0
50986,0
50988,0
50990,0
50992,0
50994,0
50996,0
50998,0
51000,0
51002,0
51004,0
51006,0
51008,0
51010,0
51012,0
51014,0
51016,0
51018,0
51020,0
51022,0
51024,0
51026,0
51028,0
51030,0
51032,0
51034,0
51036,0
51038,0
51040,0
51042,0
51044,0
51046,0
51048,0
51050,0
51052,0
51054,0
51056,0
51058,0
51060,0
51062,0
51064,0
51066,0
51068,0
51070,0
51072,0
51074,0
51076,0
51078,0
51080,0
51082,0
51084,0
51086,0
51088,0
51090,0
51092,0
51094,0
51096,0
51098,0
51100,0
51102,0
51104,0
51106,0
51108,0
51110,0
51112,0
51114,0
51116,0
51118,0
51120,0
51122,0
51124,0
51126,0
51128,0
51130,0
51132,0
51134,0
51136,0
51138,0
51140,0
51142,0
51144,0
51146,0
51148,0
51150,0
51152,0
51154,0
51156,0
51158,0
51160,0
51162,0
51164,0
51166,0
51168,0
51170,0
51172,0
51174,0
51176,0
51178,0
51180,0
51182,0
51184,0
51186,0
51188,0
51190,0
51192,0
51194,0
51196,0
51198,0
51200,0
51202,0
51204,0
51206,0
51208,0
51210,0
51212,0
51214,0
51216,0
51218,0
51220,0
51222,0
51224,0
51226,0
51228,0
51230,0
51232,0
51234,0
51236,0
51238,0
51240,0
51242,0
51244,0
51246,0
51248,0
51250,0
51252,0
51254,0
51256,0
51258,0
51260,0
51262,0
51264,0
51266,0
51268,0
51270,0
51272,0
51274,0
51276,0
51278,0
51280,0
51282,0
51284,0
51286,0
51288,0
51290,0
51292,0
51294,0
51296,0
51298,0
51300,0
51302,0
51304,0
51306,0
51308,0
51310,0
51312,0
51314,0
51316,0
51318,0
51320,0
51322,0
51324,0
51326,0
51328,0
51330,0
51332,0
51334,0
51336,0
51338,0
51340,0
51342,0
51344,0
51346,0
51348,0
51350,0
51352,0
51354,0
51356,0
51358,0
51360,0
51362,0
51364,0
51366,0
51368,0
51370,0
51372,0
51374,0
51376,0
51378,0
51380,0
51382,0
51384,0
51386,0
51388,0
51390,0
51392,0
51394,0
51396,0
51398,0
51400,0
51402,0
51404,0
51406,0
51408,0
51410,0
51412,0
51414,0
51416,0
51418,0
51420,0
51422,0
51424,0
51426,0
51428,0
51430,0
51432,0
51434,0
51436,0
51438,0
51440,0
51442,0
51444,0
51446,0
51448,0
51450,0
51452,0
51454,0
51456,0
51458,0
51460,0
51462,0
51464,0
51466,0
51468,0
51470,0
51472,0
51474,0
51476,0
51478,0
51480,0
51482,0
51484,0
51486,0
51488,0
51490,0
51492,0
51494,0
51496,0
51498,0
51500,0
51502,0
51504,0
51506,0
51508,0
51510,0
51512,0
51514,0
51516,0
51518,0
51520,0
51522,0
51524,0
51526,0
51528,0
51530,0
51532,0
51534,0
51536,0
51538,0
51540,0
51542,0
51544,0
51546,0
51548,0
51550,0
51552,0
51554,0
51556,0
51558,0
51560,0
51562,0
51564,0
51566,0
51568,0
51570,0
51572,0
51574,0
51576,0
51578,0
51580,0
51582,0
51584,0
51586,0
51588,0
51590,0
51592,0
51594,0
51596,0
51598,0
51600,0
51602,0
51604,0
51606,0
51608,0
51610,0
51612,0
51614,0
51616,0
51618,0
51620,0
51622,0
51624,0
51626,0
51628,0
51630,0
51632,0
51634,0
51636,0
51638,0
51640,0
51642,0
51644,0
51646,0
51648,0
51650,0
51652,0
51654,0
51656,0
51658,0
51660,0
51662,0
51664,0
51666,0
51668,0
51670,0
51672,0
51674,0
51676,0
51678,0
51680,0
51682,0
51684,0
51686,0
51688,0
51690,0
51692,0
51694,0
51696,0
51698,0
51700,0
51702,0
51704,0
51706,0
51708,0
51710,0
51712,0
51714,0
51716,0
51718,0
51720,0
51722,0
51724,0
51726,0
51728,0
51730,0
51732,0
51734,0
51736,0
51738,0
51740,0
51742,0
51744,0
51746,0
51748,0
51750,0
51752,0
51754,0
51756,0
51758,0
51760,0
51762,0
51764,0
51766,0
51768,0
51770,0
51772,0
51774,0
51776,0
51778,0
51780,0
51782,0
51784,0
51786,0
51788,0
51790,0
51792,0
51794,0
51796,0
51798,0
51800,0
51802,0
51804,0
51806,0
51808,0
51810,0
51812,0
51814,0
51816,0
51818,0
51820,0
51822,0
51824,0
51826,0
51828,0
51830,0
51832,0
51834,0
51836,0
51838,0
51840,0
51842,0
51844,0
51846,0
51848,0
51850,0
51852,0
51854,0
51856,0
51858,0
51860,0
51862,0
51864,0
51866,0
51868,0
51870,0
51872,0
51874,0
51876,0
51878,0
51880,0
51882,0
51884,0
51886,0
51888,0
51890,0
51892,0
51894,0
51896,0
51898,0
51900,0
51902,0
51904,0
51906,0
51908,0
51910,0
51912,0
51914,0
51916,0
51918,0
51920,0
51922,0
51924,0
51926,0
51928,0
51930,0
51932,0
51934,0
51936,0
51938,0
51940,0
51942,0
51944,0
51946,0
51948,0
51950,0
51952,0
51954,0
51956,0
51958,0
51960,0
51962,0
51964,0
51966,0
51968,0
51970,0
51972,0
51974,0
51976,0
51978,0
51980,0
51982,0
51984,0
51986,0
51988,0
51990,0
51992,0
51994,0
51996,0
51998,0
52000,0
52002,0
52004,0
52006,0
52008,0
52010,0
52012,0
52014,0
52016,0
52018,0
52020,0
52022,0
52024,0
52026,0
52028,0
52030,0
52032,0
52034,0
52036,0
52038,0
52040,0
52042,0
52044,0
52046,0
52048,0
52050,0
52052,0
52054,0
52056,0
52058,0
52060,0
52062,0
52064,0
52066,0
52068,0
52070,0
52072,0
52074,0
52076,0
52078,0
52080,0
52082,0
52084,0
52086,0
52088,0
52090,0
52092,0
52094,0
52096,0
52098,0
52100,0
52102,0
52104,0
52106,0
52108,0
52110,0
52112,0
52114,0
52116,0
52118,0
52120,0
52122,0
52124,0
52126,0
52128,0
52130,0
52132,0
52134,0
52136,0
52138,0
52140,0
52142,0
52144,0
52146,0
52148,0
52150,0
52152,0
52154,0
52156,0
52158,0
52160,0
52162,0
52164,0
52166,0
52168,0
52170,0
52172,0
52174,0
52176,0
52178,0
52180,0
52182,0
52184,0
52186,0
52188,0
52190,0
52192,0
52194,0
52196,0
52198,0
52200,0
52202,0
52204,0
52206,0
52208,0
52210,0
52212,0
52214,0
52216,0
52218,0
52220,0
52222,0
52224,0
52226,0
52228,0
52230,0
52232,0
52234,0
52236,0
52238,0
52240,0
52242,0
52244,0
52246,0
52248,0
52250,0
52252,0
52254,0
52256,0
52258,0
52260,0
52262,0
52264,0
52266,0
52268,0
52270,0
52272,0
52274,0
52276,0
52278,0
52280,0
52282,0
52284,0
52286,0
52288,0
52290,0
52292,0
52294,0
52296,0
52298,0
52300,0
52302,0
52304,0
52306,0
52308,0
52310,0
52312,0
52314,0
52316,0
52318,0
52320,0
52322,0
52324,0
52326,0
52328,0
52330,0
52332,0
52334,0
52336,0
52338,0
52340,0
52342,0
52344,0
52346,0
52348,0
52350,0
52352,0
52354,0
52356,0
52358,0
52360,0
52362,0
52364,0
52366,0
52368,0
52370,0
52372,0
52374,0
52376,0
52378,0
52380,0
52382,0
52384,0
52386,0
52388,0
52390,0
52392,0
52394,0
52396,0
52398,0
52400,0
52402,0
52404,0
52406,0
52408,0
52410,0
52412,0
52414,0
52416,0
52418,0
52420,0
52422,0
52424,0
52426,0
52428,0
52430,0
52432,0
52434,0
52436,0
52438,0
52440,0
52442,0
52444,0
52446,0
52448,0
52450,0
52452,0
52454,0
52456,0
52458,0
52460,0
52462,0
52464,0
52466,0
52468,0
52470,0
52472,0
52474,0
52476,0
52478,0
52480,0
52482,0
52484,0
52486,0
52488,0
52490,0
52492,0
52494,0
52496,0
52498,0
52500,0
52502,0
52504,0
52506,0
52508,0
52510,0
52512,0
52514,0
52516,0
52518,0
52520,0
52522,0
52524,0
52526,0
52528,0
52530,0
52532,0
52534,0
52536,0
52538,0
52540,0
52542,0
52544,0
52546,0
52548,0
52550,0
52552,0
52554,0
52556,0
52558,0
52560,0
52562,0
52564,0
52566,0
52568,0
52570,0
52572,0
52574,0
52576,0
52578,0
52580,0
52582,0
52584,0
52586,0
52588,0
52590,0
52592,0
52594,0
52596,0
52598,0
52600,0
52602,0
52604,0
52606,0
52608,0
52610,0
52612,0
52614,0
52616,0
52618,0
52620,0
52622,0
52624,0
52626,0
52628,0
52630,0
52632,0
52634,0
52636,0
52638,0
52640,0
52642,0
52644,0
52646,0
52648,0
52650,0
52652,0
52654,0
52656,0
52658,0
52660,0
52662,0
52664,0
52666,0
52668,0
52670,0
52672,0
52674,0
52676,0
52678,0
52680,0
52682,0
52684,0
52686,0
52688,0
52690,0
52692,0
52694,0
52696,0
52698,0
52700,0
52702,0
52704,0
52706,0
52708,0
52710,0
52712,0
52714,0
52716,0
52718,0
52720,0
52722,0
52724,0
52726,0
52728,0
52730,0
52732,0
52734,0
52736,0
52738,0
52740,0
52742,0
52744,0
52746,0
52748,0
52750,0
52752,0
52754,0
52756,0
52758,0
52760,0
52762,0
52764,0
52766,0
52768,0
52770,0
52772,0
52774,0
52776,0
52778,0
52780,0
52782,0
52784,0
52786,0
52788,0
52790,0
52792,0
52794,0
52796,0
52798,0
52800,0
52802,0
52804,0
52806,0
52808,0
52810,0
52812,0
52814,0
52816,0
52818,0
52820,0
52822,0
52824,0
52826,0
52828,0
52830,0
52832,0
52834,0
52836,0
52838,0
52840,0
52842,0
52844,0
52846,0
52848,0
52850,0
52852,0
52854,0
52856,0
52858,0
52860,0
52862,0
52864,0
52866,0
52868,0
52870,0
52872,0
52874,0
52876,0
52878,0
52880,0
52882,0
52884,0
52886,0
52888,0
52890,0
52892,0
52894,0
52896,0
52898,0
52900,0
52902,0
52904,0
52906,0
52908,0
52910,0
52912,0
52914,0
52916,0
52918,0
52920,0
52922,0
52924,0
52926,0
52928,0
52930,0
52932,0
52934,0
52936,0
52938,0
52940,0
52942,0
52944,0
52946,0
52948,0
52950,0
52952,0
52954,0
52956,0
52958,0
52960,0
52962,0
52964,0
52966,0
52968,0
52970,0
52972,0
52974,0
52976,0
52978,0
52980,0
52982,0
52984,0
52986,0
52988,0
52990,0
52992,0
52994,0
52996,0
52998,0
53000,0
53002,0
53004,0
53006,0
53008,0
53010,0
53012,0
53014,0
53016,0
53018,0
53020,0
53022,0
53024,0
53026,0
53028,0
53030,0
53032,0
53034,0
53036,0
53038,0
53040,0
53042,0
53044,0
53046,0
53048,0
53050,0
53052,0
53054,0
53056,0
53058,0
53060,0
53062,0
53064,0
53066,0
53068,0
53070,0
53072,0
53074,0
53076,0
53078,0
53080,0
53082,0
53084,0
53086,0
53088,0
53090,0
53092,0
53094,0
53096,0
53098,0
53100,0
53102,0
53104,0
53106,0
53108,0
53110,0
53112,0
53114,0
53116,0
53118,0
53120,0
53122,0
53124,0
53126,0
53128,0
53130,0
53132,0
53134,0
53136,0
53138,0
53140,0
53142,0
53144,0
53146,0
53148,0
53150,0
53152,0
53154,0
53156,0
53158,0
53160,0
53162,0
53164,0
53166,0
53168,0
53170,0
53172,0
53174,0
53176,0
53178,0
53180,0
53182,0
53184,0
53186,0
53188,0
53190,0
53192,0
53194,0
53196,0
53198,0
53200,0
53202,0
53204,0
53206,0
53208,0
53210,0
53212,0
53214,0
53216,0
53218,0
53220,0
53222,0
53224,0
53226,0
53228,0
53230,0
53232,0
53234,0
53236,0
53238,0
53240,0
53242,0
53244,0
53246,0
53248,0
53250,0
53252,0
53254,0
53256,0
